,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,EventTime
552,553,0,3,0,-1.0,0,0,1666613328.0
553,554,1,3,0,22.0,0,0,1666613328.0
554,555,1,3,1,22.0,0,0,1666613328.0
555,556,0,1,0,62.0,0,0,1666613328.0
556,557,1,1,1,48.0,1,0,1666613328.0
557,558,0,1,0,-1.0,0,0,1666613328.0
558,559,1,1,1,39.0,1,1,1666613328.0
559,560,1,3,1,36.0,1,0,1666613328.0
560,561,0,3,0,-1.0,0,0,1666613328.0
561,562,0,3,0,40.0,0,0,1666613328.0
562,563,0,2,0,28.0,0,0,1666613328.0
563,564,0,3,0,-1.0,0,0,1666613328.0
564,565,0,3,1,-1.0,0,0,1666613328.0
565,566,0,3,0,24.0,2,0,1666613328.0
566,567,0,3,0,19.0,0,0,1666613328.0
567,568,0,3,1,29.0,0,4,1666613328.0
568,569,0,3,0,-1.0,0,0,1666613328.0
569,570,1,3,0,32.0,0,0,1666613328.0
570,571,1,2,0,62.0,0,0,1666613328.0
571,572,1,1,1,53.0,2,0,1666613328.0
572,573,1,1,0,36.0,0,0,1666613328.0
573,574,1,3,1,-1.0,0,0,1666613328.0
574,575,0,3,0,16.0,0,0,1666613328.0
575,576,0,3,0,19.0,0,0,1666613328.0
576,577,1,2,1,34.0,0,0,1666613328.0
577,578,1,1,1,39.0,1,0,1666613328.0
578,579,0,3,1,-1.0,1,0,1666613328.0
579,580,1,3,0,32.0,0,0,1666613328.0
580,581,1,2,1,25.0,1,1,1666613328.0
581,582,1,1,1,39.0,1,1,1666613328.0
582,583,0,2,0,54.0,0,0,1666613328.0
583,584,0,1,0,36.0,0,0,1666613328.0
584,585,0,3,0,-1.0,0,0,1666613328.0
585,586,1,1,1,18.0,0,2,1666613328.0
586,587,0,2,0,47.0,0,0,1666613328.0
587,588,1,1,0,60.0,1,1,1666613328.0
588,589,0,3,0,22.0,0,0,1666613328.0
589,590,0,3,0,-1.0,0,0,1666613328.0
590,591,0,3,0,35.0,0,0,1666613328.0
591,592,1,1,1,52.0,1,0,1666613328.0
592,593,0,3,0,47.0,0,0,1666613328.0
593,594,0,3,1,-1.0,0,2,1666613328.0
594,595,0,2,0,37.0,1,0,1666613328.0
595,596,0,3,0,36.0,1,1,1666613328.0
596,597,1,2,1,-1.0,0,0,1666613328.0
597,598,0,3,0,49.0,0,0,1666613328.0
598,599,0,3,0,-1.0,0,0,1666613328.0
599,600,1,1,0,49.0,1,0,1666613328.0
600,601,1,2,1,24.0,2,1,1666613328.0
601,602,0,3,0,-1.0,0,0,1666613328.0
602,603,0,1,0,-1.0,0,0,1666613328.0
603,604,0,3,0,44.0,0,0,1666613328.0
604,605,1,1,0,35.0,0,0,1666613328.0
605,606,0,3,0,36.0,1,0,1666613328.0
606,607,0,3,0,30.0,0,0,1666613328.0
607,608,1,1,0,27.0,0,0,1666613328.0
608,609,1,2,1,22.0,1,2,1666613328.0
609,610,1,1,1,40.0,0,0,1666613328.0
610,611,0,3,1,39.0,1,5,1666613328.0
611,612,0,3,0,-1.0,0,0,1666613328.0
612,613,1,3,1,-1.0,1,0,1666613328.0
613,614,0,3,0,-1.0,0,0,1666613328.0
614,615,0,3,0,35.0,0,0,1666613328.0
615,616,1,2,1,24.0,1,2,1666613328.0
616,617,0,3,0,34.0,1,1,1666613328.0
617,618,0,3,1,26.0,1,0,1666613328.0
618,619,1,2,1,4.0,2,1,1666613328.0
619,620,0,2,0,26.0,0,0,1666613328.0
620,621,0,3,0,27.0,1,0,1666613328.0
621,622,1,1,0,42.0,1,0,1666613328.0
622,623,1,3,0,20.0,1,1,1666613328.0
623,624,0,3,0,21.0,0,0,1666613328.0
624,625,0,3,0,21.0,0,0,1666613328.0
625,626,0,1,0,61.0,0,0,1666613328.0
626,627,0,2,0,57.0,0,0,1666613328.0
627,628,1,1,1,21.0,0,0,1666613328.0
628,629,0,3,0,26.0,0,0,1666613328.0
629,630,0,3,0,-1.0,0,0,1666613328.0
630,631,1,1,0,80.0,0,0,1666613328.0
631,632,0,3,0,51.0,0,0,1666613328.0
632,633,1,1,0,32.0,0,0,1666613328.0
633,634,0,1,0,-1.0,0,0,1666613328.0
634,635,0,3,1,9.0,3,2,1666613328.0
635,636,1,2,1,28.0,0,0,1666613328.0
636,637,0,3,0,32.0,0,0,1666613328.0
637,638,0,2,0,31.0,1,1,1666613328.0
638,639,0,3,1,41.0,0,5,1666613328.0
639,640,0,3,0,-1.0,1,0,1666613328.0
640,641,0,3,0,20.0,0,0,1666613328.0
641,642,1,1,1,24.0,0,0,1666613328.0
642,643,0,3,1,2.0,3,2,1666613328.0
643,644,1,3,0,-1.0,0,0,1666613328.0
644,645,1,3,1,0.75,2,1,1666613328.0
645,646,1,1,0,48.0,1,0,1666613328.0
646,647,0,3,0,19.0,0,0,1666613328.0
647,648,1,1,0,56.0,0,0,1666613328.0
648,649,0,3,0,-1.0,0,0,1666613328.0
649,650,1,3,1,23.0,0,0,1666613328.0
650,651,0,3,0,-1.0,0,0,1666613328.0
651,652,1,2,1,18.0,0,1,1666613328.0
652,653,0,3,0,21.0,0,0,1666613328.0
653,654,1,3,1,-1.0,0,0,1666613328.0
654,655,0,3,1,18.0,0,0,1666613328.0
655,656,0,2,0,24.0,2,0,1666613328.0
656,657,0,3,0,-1.0,0,0,1666613328.0
657,658,0,3,1,32.0,1,1,1666613328.0
658,659,0,2,0,23.0,0,0,1666613328.0
659,660,0,1,0,58.0,0,2,1666613328.0
660,661,1,1,0,50.0,2,0,1666613328.0
661,662,0,3,0,40.0,0,0,1666613328.0
662,663,0,1,0,47.0,0,0,1666613328.0
663,664,0,3,0,36.0,0,0,1666613328.0
664,665,1,3,0,20.0,1,0,1666613328.0
665,666,0,2,0,32.0,2,0,1666613328.0
666,667,0,2,0,25.0,0,0,1666613328.0
667,668,0,3,0,-1.0,0,0,1666613328.0
668,669,0,3,0,43.0,0,0,1666613328.0
669,670,1,1,1,-1.0,1,0,1666613328.0
670,671,1,2,1,40.0,1,1,1666613328.0
671,672,0,1,0,31.0,1,0,1666613328.0
672,673,0,2,0,70.0,0,0,1666613328.0
673,674,1,2,0,31.0,0,0,1666613328.0
674,675,0,2,0,-1.0,0,0,1666613328.0
675,676,0,3,0,18.0,0,0,1666613328.0
676,677,0,3,0,24.5,0,0,1666613328.0
677,678,1,3,1,18.0,0,0,1666613328.0
678,679,0,3,1,43.0,1,6,1666613328.0
679,680,1,1,0,36.0,0,1,1666613328.0
680,681,0,3,1,-1.0,0,0,1666613328.0
681,682,1,1,0,27.0,0,0,1666613328.0
682,683,0,3,0,20.0,0,0,1666613328.0
683,684,0,3,0,14.0,5,2,1666613328.0
684,685,0,2,0,60.0,1,1,1666613328.0
685,686,0,2,0,25.0,1,2,1666613328.0
686,687,0,3,0,14.0,4,1,1666613328.0
687,688,0,3,0,19.0,0,0,1666613328.0
688,689,0,3,0,18.0,0,0,1666613328.0
689,690,1,1,1,15.0,0,1,1666613328.0
690,691,1,1,0,31.0,1,0,1666613328.0
691,692,1,3,1,4.0,0,1,1666613328.0
692,693,1,3,0,-1.0,0,0,1666613328.0
693,694,0,3,0,25.0,0,0,1666613328.0
694,695,0,1,0,60.0,0,0,1666613328.0
695,696,0,2,0,52.0,0,0,1666613328.0
696,697,0,3,0,44.0,0,0,1666613328.0
697,698,1,3,1,-1.0,0,0,1666613328.0
698,699,0,1,0,49.0,1,1,1666613328.0
699,700,0,3,0,42.0,0,0,1666613328.0
700,701,1,1,1,18.0,1,0,1666613328.0
701,702,1,1,0,35.0,0,0,1666613328.0
702,703,0,3,1,18.0,0,1,1666613328.0
703,704,0,3,0,25.0,0,0,1666613328.0
704,705,0,3,0,26.0,1,0,1666613328.0
705,706,0,2,0,39.0,0,0,1666613328.0
706,707,1,2,1,45.0,0,0,1666613328.0
707,708,1,1,0,42.0,0,0,1666613328.0
708,709,1,1,1,22.0,0,0,1666613328.0
709,710,1,3,0,-1.0,1,1,1666613328.0
710,711,1,1,1,24.0,0,0,1666613328.0
711,712,0,1,0,-1.0,0,0,1666613328.0
712,713,1,1,0,48.0,1,0,1666613328.0
713,714,0,3,0,29.0,0,0,1666613328.0
714,715,0,2,0,52.0,0,0,1666613328.0
715,716,0,3,0,19.0,0,0,1666613328.0
716,717,1,1,1,38.0,0,0,1666613328.0
717,718,1,2,1,27.0,0,0,1666613328.0
718,719,0,3,0,-1.0,0,0,1666613328.0
719,720,0,3,0,33.0,0,0,1666613328.0
720,721,1,2,1,6.0,0,1,1666613328.0
721,722,0,3,0,17.0,1,0,1666613328.0
722,723,0,2,0,34.0,0,0,1666613328.0
723,724,0,2,0,50.0,0,0,1666613328.0
724,725,1,1,0,27.0,1,0,1666613328.0
725,726,0,3,0,20.0,0,0,1666613328.0
726,727,1,2,1,30.0,3,0,1666613328.0
727,728,1,3,1,-1.0,0,0,1666613328.0
728,729,0,2,0,25.0,1,0,1666613328.0
729,730,0,3,1,25.0,1,0,1666613328.0
730,731,1,1,1,29.0,0,0,1666613328.0
731,732,0,3,0,11.0,0,0,1666613328.0
732,733,0,2,0,-1.0,0,0,1666613328.0
733,734,0,2,0,23.0,0,0,1666613328.0
734,735,0,2,0,23.0,0,0,1666613328.0
735,736,0,3,0,28.5,0,0,1666613328.0
736,737,0,3,1,48.0,1,3,1666613328.0
737,738,1,1,0,35.0,0,0,1666613328.0
738,739,0,3,0,-1.0,0,0,1666613328.0
739,740,0,3,0,-1.0,0,0,1666613328.0
740,741,1,1,0,-1.0,0,0,1666613328.0
741,742,0,1,0,36.0,1,0,1666613328.0
742,743,1,1,1,21.0,2,2,1666613328.0
743,744,0,3,0,24.0,1,0,1666613328.0
744,745,1,3,0,31.0,0,0,1666613328.0
745,746,0,1,0,70.0,1,1,1666613328.0
746,747,0,3,0,16.0,1,1,1666613328.0
747,748,1,2,1,30.0,0,0,1666613328.0
748,749,0,1,0,19.0,1,0,1666613328.0
749,750,0,3,0,31.0,0,0,1666613328.0
750,751,1,2,1,4.0,1,1,1666613328.0
751,752,1,3,0,6.0,0,1,1666613328.0
752,753,0,3,0,33.0,0,0,1666613328.0
753,754,0,3,0,23.0,0,0,1666613328.0
754,755,1,2,1,48.0,1,2,1666613328.0
755,756,1,2,0,0.67,1,1,1666613328.0
756,757,0,3,0,28.0,0,0,1666613328.0
757,758,0,2,0,18.0,0,0,1666613328.0
758,759,0,3,0,34.0,0,0,1666613328.0
759,760,1,1,1,33.0,0,0,1666613328.0
760,761,0,3,0,-1.0,0,0,1666613328.0
761,762,0,3,0,41.0,0,0,1666613328.0
762,763,1,3,0,20.0,0,0,1666613328.0
763,764,1,1,1,36.0,1,2,1666613328.0
764,765,0,3,0,16.0,0,0,1666613328.0
765,766,1,1,1,51.0,1,0,1666613328.0
766,767,0,1,0,-1.0,0,0,1666613328.0
767,768,0,3,1,30.5,0,0,1666613328.0
768,769,0,3,0,-1.0,1,0,1666613328.0
769,770,0,3,0,32.0,0,0,1666613328.0
770,771,0,3,0,24.0,0,0,1666613328.0
771,772,0,3,0,48.0,0,0,1666613328.0
772,773,0,2,1,57.0,0,0,1666613328.0
773,774,0,3,0,-1.0,0,0,1666613328.0
774,775,1,2,1,54.0,1,3,1666613328.0
775,776,0,3,0,18.0,0,0,1666613328.0
776,777,0,3,0,-1.0,0,0,1666613328.0
777,778,1,3,1,5.0,0,0,1666613328.0
778,779,0,3,0,-1.0,0,0,1666613328.0
779,780,1,1,1,43.0,0,1,1666613328.0
780,781,1,3,1,13.0,0,0,1666613328.0
781,782,1,1,1,17.0,1,0,1666613328.0
782,783,0,1,0,29.0,0,0,1666613328.0
783,784,0,3,0,-1.0,1,2,1666613328.0
784,785,0,3,0,25.0,0,0,1666613328.0
785,786,0,3,0,25.0,0,0,1666613328.0
786,787,1,3,1,18.0,0,0,1666613328.0
787,788,0,3,0,8.0,4,1,1666613328.0
788,789,1,3,0,1.0,1,2,1666613328.0
789,790,0,1,0,46.0,0,0,1666613328.0
790,791,0,3,0,-1.0,0,0,1666613328.0
791,792,0,2,0,16.0,0,0,1666613328.0
792,793,0,3,1,-1.0,8,2,1666613328.0
793,794,0,1,0,-1.0,0,0,1666613328.0
794,795,0,3,0,25.0,0,0,1666613328.0
795,796,0,2,0,39.0,0,0,1666613328.0
796,797,1,1,1,49.0,0,0,1666613328.0
797,798,1,3,1,31.0,0,0,1666613328.0
798,799,0,3,0,30.0,0,0,1666613328.0
799,800,0,3,1,30.0,1,1,1666613328.0
800,801,0,2,0,34.0,0,0,1666613328.0
801,802,1,2,1,31.0,1,1,1666613328.0
802,803,1,1,0,11.0,1,2,1666613328.0
803,804,1,3,0,0.42,0,1,1666613328.0
804,805,1,3,0,27.0,0,0,1666613328.0
805,806,0,3,0,31.0,0,0,1666613328.0
806,807,0,1,0,39.0,0,0,1666613328.0
807,808,0,3,1,18.0,0,0,1666613328.0
808,809,0,2,0,39.0,0,0,1666613328.0
809,810,1,1,1,33.0,1,0,1666613328.0
810,811,0,3,0,26.0,0,0,1666613328.0
811,812,0,3,0,39.0,0,0,1666613328.0
812,813,0,2,0,35.0,0,0,1666613328.0
813,814,0,3,1,6.0,4,2,1666613328.0
814,815,0,3,0,30.5,0,0,1666613328.0
815,816,0,1,0,-1.0,0,0,1666613328.0
816,817,0,3,1,23.0,0,0,1666613328.0
817,818,0,2,0,31.0,1,1,1666613328.0
818,819,0,3,0,43.0,0,0,1666613328.0
819,820,0,3,0,10.0,3,2,1666613328.0
820,821,1,1,1,52.0,1,1,1666613328.0
821,822,1,3,0,27.0,0,0,1666613328.0
822,823,0,1,0,38.0,0,0,1666613328.0
823,824,1,3,1,27.0,0,1,1666613328.0
824,825,0,3,0,2.0,4,1,1666613328.0
825,826,0,3,0,-1.0,0,0,1666613328.0
826,827,0,3,0,-1.0,0,0,1666613328.0
827,828,1,2,0,1.0,0,2,1666613328.0
828,829,1,3,0,-1.0,0,0,1666613328.0
829,830,1,1,1,62.0,0,0,1666613328.0
830,831,1,3,1,15.0,1,0,1666613328.0
831,832,1,2,0,0.83,1,1,1666613328.0
832,833,0,3,0,-1.0,0,0,1666613328.0
833,834,0,3,0,23.0,0,0,1666613328.0
834,835,0,3,0,18.0,0,0,1666613328.0
835,836,1,1,1,39.0,1,1,1666613328.0
836,837,0,3,0,21.0,0,0,1666613328.0
837,838,0,3,0,-1.0,0,0,1666613328.0
838,839,1,3,0,32.0,0,0,1666613328.0
839,840,1,1,0,-1.0,0,0,1666613328.0
840,841,0,3,0,20.0,0,0,1666613328.0
841,842,0,2,0,16.0,0,0,1666613328.0
842,843,1,1,1,30.0,0,0,1666613328.0
843,844,0,3,0,34.5,0,0,1666613328.0
844,845,0,3,0,17.0,0,0,1666613328.0
845,846,0,3,0,42.0,0,0,1666613328.0
846,847,0,3,0,-1.0,8,2,1666613328.0
847,848,0,3,0,35.0,0,0,1666613328.0
848,849,0,2,0,28.0,0,1,1666613328.0
849,850,1,1,1,-1.0,1,0,1666613328.0
850,851,0,3,0,4.0,4,2,1666613328.0
851,852,0,3,0,74.0,0,0,1666613328.0
852,853,0,3,1,9.0,1,1,1666613328.0
853,854,1,1,1,16.0,0,1,1666613328.0
854,855,0,2,1,44.0,1,0,1666613328.0
855,856,1,3,1,18.0,0,1,1666613328.0
856,857,1,1,1,45.0,1,1,1666613328.0
857,858,1,1,0,51.0,0,0,1666613328.0
858,859,1,3,1,24.0,0,3,1666613328.0
859,860,0,3,0,-1.0,0,0,1666613328.0
860,861,0,3,0,41.0,2,0,1666613328.0
861,862,0,2,0,21.0,1,0,1666613328.0
862,863,1,1,1,48.0,0,0,1666613328.0
863,864,0,3,1,-1.0,8,2,1666613328.0
864,865,0,2,0,24.0,0,0,1666613328.0
865,866,1,2,1,42.0,0,0,1666613328.0
866,867,1,2,1,27.0,1,0,1666613328.0
867,868,0,1,0,31.0,0,0,1666613328.0
868,869,0,3,0,-1.0,0,0,1666613328.0
869,870,1,3,0,4.0,1,1,1666613328.0
870,871,0,3,0,26.0,0,0,1666613328.0
871,872,1,1,1,47.0,1,1,1666613328.0
872,873,0,1,0,33.0,0,0,1666613328.0
873,874,0,3,0,47.0,0,0,1666613328.0
874,875,1,2,1,28.0,1,0,1666613328.0
875,876,1,3,1,15.0,0,0,1666613328.0
876,877,0,3,0,20.0,0,0,1666613328.0
877,878,0,3,0,19.0,0,0,1666613328.0
878,879,0,3,0,-1.0,0,0,1666613328.0
879,880,1,1,1,56.0,0,1,1666613328.0
880,881,1,2,1,25.0,0,1,1666613328.0
881,882,0,3,0,33.0,0,0,1666613328.0
882,883,0,3,1,22.0,0,0,1666613328.0
883,884,0,2,0,28.0,0,0,1666613328.0
884,885,0,3,0,25.0,0,0,1666613328.0
885,886,0,3,1,39.0,0,5,1666613328.0
886,887,0,2,0,27.0,0,0,1666613328.0
887,888,1,1,1,19.0,0,0,1666613328.0
888,889,0,3,1,-1.0,1,2,1666613328.0
889,890,1,1,0,26.0,0,0,1666613328.0
890,891,0,3,0,32.0,0,0,1666613328.0
